employee_id,employee_job_group,employee_job_level,employee_job_title,employee_gender,employee_race,employee_compensation,employee_years_of_experience,employee_time_in_role,employee_geo_zone,employee_city,employee_state,geo_zone_cost_of_living_factor,company_name,company_headquarters_city,company_headquarters_state,company_sector,company_signed_syndio_contract_on,data_uploaded_on
1993,Buyers,Manager,Procurement Manager,male,white,131884.2992,16.50033731,1.9979555,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1994,Buyers,Manager,Procurement Manager,male,white,131970.253,6.036215681,6.0362157,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1995,Buyers,Manager,Procurement Manager,male,hispanic,131990.7812,19.27334239,4.5870317,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1996,Buyers,Manager,Procurement Manager,male,white,132139.9463,4.870393607,4.8703936,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1997,Buyers,Manager,Procurement Manager,male,white,132280.1359,2.267016211,2.2670162,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1998,Buyers,Manager,Procurement Manager,male,white,132494.8332,21.56163393,2.0933576,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1999,Buyers,Manager,Procurement Manager,male,white,132872.0879,16.23719569,3.9740432,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2000,Buyers,Manager,Procurement Manager,male,white,133036.7903,16.34489404,0.2299547,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2001,Buyers,Manager,Procurement Manager,male,white,133068.1478,6.314298019,6.314298,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2002,Buyers,Manager,Procurement Manager,male,white,133147.9853,7.053606403,0.8763411,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2003,Buyers,Manager,Procurement Manager,male,white,133487.7192,5.923306857,2.6106792,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2004,Buyers,Manager,Procurement Manager,male,white,133687.3272,8.786449598,3.7678482,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2005,Buyers,Manager,Procurement Manager,male,black,134103.7829,7.906855692,7.9068557,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2006,Buyers,Manager,Procurement Manager,male,two or more,134109.1699,11.14447021,4.3387263,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2007,Buyers,Manager,Procurement Manager,male,white,134382.884,9.969989454,7.1265985,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2008,Buyers,Manager,Procurement Manager,male,white,134522.517,19.59330667,2.1987849,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2009,Buyers,Manager,Procurement Manager,male,asian,134815.9775,5.517218681,2.4841145,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2010,Buyers,Manager,Procurement Manager,male,black,134836.3392,7.762802962,1.2952678,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2011,Buyers,Manager,Procurement Manager,male,white,134891.3512,19.46743548,7.7170039,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2012,Buyers,Manager,Procurement Manager,male,two or more,135126.5297,23.80307732,2.8700525,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2013,Buyers,Manager,Procurement Manager,male,white,135194.0806,10.19201026,10.19201,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2014,Buyers,Manager,Procurement Manager,male,white,135195.4927,15.92501384,2.4618389,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2015,Buyers,Manager,Procurement Manager,male,hispanic,135499.5695,6.199067905,1.1251235,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2016,Buyers,Manager,Procurement Manager,male,white,135510.6468,12.28721352,3.0798517,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2017,Buyers,Manager,Procurement Manager,male,white,135690.1395,3.926272517,3.9262725,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2018,Buyers,Manager,Procurement Manager,male,two or more,136735.6066,8.466639119,1.4006615,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2019,Buyers,Manager,Procurement Manager,male,black,137267.1082,1.931072899,0.4583385,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2020,Buyers,Manager,Procurement Manager,male,hispanic,137578.9899,1.022827493,0.9229766,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2021,Buyers,Manager,Procurement Manager,male,asian,137788.231,22.54286727,3.7023423,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2022,Buyers,Manager,Procurement Manager,male,white,137960.3342,12.59268262,8.2276621,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2023,Buyers,Manager,Procurement Manager,male,white,138296.9616,11.49072786,11.490728,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2024,Buyers,Manager,Procurement Manager,male,white,138384.0193,31.51569285,3.3358269,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2025,Buyers,Manager,Procurement Manager,male,white,138416.7565,5.046090685,1.2487463,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2026,Buyers,Manager,Procurement Manager,male,white,138425.4318,18.60894321,0.3842019,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2027,Buyers,Manager,Procurement Manager,male,white,138491.2017,16.76413248,1.7154722,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2028,Buyers,Manager,Procurement Manager,male,two or more,138823.7087,30.7701612,6.8406152,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2029,Buyers,Manager,Procurement Manager,male,two or more,138899.0626,5.265310009,5.26531,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2030,Buyers,Manager,Procurement Manager,male,white,139423.199,2.723013121,2.7230131,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2031,Buyers,Manager,Procurement Manager,male,white,139649.5226,18.88815569,7.9255538,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2032,Buyers,Manager,Senior Procurement Manager,male,white,140040.3447,10.25700085,3.1593765,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2033,Buyers,Manager,Senior Procurement Manager,male,two or more,140305.5061,10.37337408,8.4773825,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2034,Buyers,Manager,Senior Procurement Manager,male,white,141058.8046,5.918159774,5.9181598,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2035,Buyers,Manager,Senior Procurement Manager,male,white,142222.9412,20.10811283,6.8078389,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2490,Finance,Director,Director Finance,female,white,65670.30118,14.06910349,0.6142373,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2491,Finance,Director,Director Finance,female,black,67943.63364,5.863685072,0.7817793,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2492,Finance,Individual Contributor,Financial Analyst,female,white,71531.31042,0.992197583,0.9921976,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2493,Finance,Individual Contributor,Financial Analyst,female,black,71628.87071,23.21616674,1.3059447,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2494,Finance,Individual Contributor,Financial Analyst,female,white,71994.34529,13.52485458,0.6137549,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2495,Finance,Individual Contributor,Financial Analyst,female,white,72827.8924,24.91950151,1.1927623,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2496,Finance,Manager,Financial Analysis and Reporting Manager,female,white,72943.6222,17.32332407,1.4249932,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2497,Finance,Individual Contributor,Financial Analyst,female,white,73096.70334,6.11158449,0.9793862,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2498,Finance,Individual Contributor,Financial Analyst,female,white,73158.56104,0.609712047,0.609712,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2499,Finance,Individual Contributor,Financial Analyst,female,white,73242.52692,14.91933223,0.5270042,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2500,Finance,Individual Contributor,Financial Analyst,female,white,73825.09292,20.53051949,2.3386123,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2501,Finance,Individual Contributor,Financial Analyst,female,white,74727.82548,16.83714925,0.577867,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2502,Finance,Individual Contributor,Financial Analyst,female,white,75174.29877,5.926661863,0.7460142,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2503,Finance,Individual Contributor,Financial Analyst,female,white,75175.17034,17.84659221,0.5014137,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2504,Finance,Manager,Senior Accounting Manager,female,white,75307.37313,18.59804043,0.429892,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2505,Finance,Manager,Senior Accounting Manager,female,white,75323.00442,8.272966837,1.7207128,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2506,Finance,Manager,Accounting Manager,female,white,75391.43355,25.83258548,1.5378417,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2507,Finance,Manager,Accounting Manager,female,white,75753.05421,19.83720883,1.2741905,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2508,Finance,Manager,Accounting Manager,female,white,75961.27266,36.878398,1.2327542,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2509,Finance,Manager,Accounting Manager,female,white,76017.38762,5.247316667,0.858627,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2510,Finance,Manager,Accounting Manager,female,white,76259.00157,5.287943821,1.2384555,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2511,Finance,Individual Contributor,Financial Analyst,female,white,76281.40621,16.46547442,2.1491204,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2512,Finance,Individual Contributor,Financial Analyst,female,white,76352.61428,13.86512034,1.1328505,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2513,Finance,Individual Contributor,Financial Analyst,female,white,76644.67413,2.002190197,2.0021902,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2514,Finance,Individual Contributor,Financial Analyst,female,white,76677.49041,5.192874852,1.3234042,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2515,Finance,Individual Contributor,Financial Analyst,female,white,76832.2638,21.30897962,1.7997786,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2516,Finance,Individual Contributor,Financial Analyst,female,white,77380.84965,13.2128899,0.5115458,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2517,Finance,Individual Contributor,Financial Analyst,female,White,77400.92569,14.70061469,2.6135069,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2518,Finance,Individual Contributor,Financial Analyst,female,white,77980.02577,35.3162587,1.0395377,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2519,Finance,Individual Contributor,Financial Analyst,female,white,77987.41836,0.305160816,0.3051608,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2520,Finance,Individual Contributor,Financial Analyst,female,white,78157.09718,8.731424252,0.6047864,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2521,Finance,Individual Contributor,Financial Analyst,female,white,78226.26139,17.63831924,1.5624485,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2522,Finance,Manager,Accounting Manager,female,white,78886.13841,28.3749599,0.7135268,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2523,Finance,Manager,Accounting Manager,female,white,79292.95852,13.9215324,0.7073541,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2524,Finance,Manager,Accounting Manager,female,white,79775.05799,11.61922825,2.2415743,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2525,Finance,Manager,Accounting Manager,female,white,79777.66809,24.58968609,0.7277326,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2526,Finance,Manager,Accounting Manager,female,white,79820.38838,11.52951724,2.6524836,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2527,Finance,Manager,Accounting Manager,female,white,80460.64814,12.68284975,0.3121577,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2528,Finance,Manager,Accounting Manager,female,white,81130.27816,1.031417486,1.0314175,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2529,Finance,Manager,Accounting Manager,female,white,81164.22359,19.97640213,0.9848396,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2530,Finance,Manager,Accounting Manager,female,white,81278.61482,12.52625318,1.445789,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2531,Finance,Manager,Accounting Manager,female,white,81444.30722,11.1501306,1.8318632,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2532,Finance,Manager,Accounting Manager,female,white,81894.83353,10.3729562,1.2087551,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2533,Finance,Manager,Accounting Manager,female,white,82204.41527,2.150943202,1.0611645,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2534,Finance,Manager,Accounting Manager,female,white,82246.19672,3.069321894,0.4711956,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2535,Finance,Manager,Accounting Manager,female,white,82689.53064,3.80130311,0.6680738,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2536,Finance,Manager,Accounting Manager,female,white,82851.96083,2.860389185,2.8603892,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2537,Finance,Manager,Accounting Manager,female,hispanic,83159.93705,12.7769542,2.2963551,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2538,Finance,Manager,Accounting Manager,female,two or more,83377.73966,29.00482183,3.0971038,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2539,Finance,Manager,Accounting Manager,female,white,83455.62749,15.19089389,1.3601137,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2540,Finance,Manager,Accounting Manager,female,white,83854.53891,13.04930844,1.4482798,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2541,Finance,Manager,Accounting Manager,female,white,83858.58713,26.48108603,0.8724731,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2542,Finance,Manager,Accounting Manager,female,white,83918.82657,15.58427665,1.547465,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2543,Finance,Manager,Accounting Manager,female,white,84260.55104,2.758533123,2.7585331,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2544,Finance,Manager,Accounting Manager,female,two or more,84493.64903,2.279106123,2.2791061,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2545,Finance,Individual Contributor,Senior Accountant,female,white,84741.11629,9.935557374,2.38308,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2546,Finance,Individual Contributor,Senior Accountant,female,white,84805.60635,19.57196743,0.7876193,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2547,Finance,Individual Contributor,Senior Accountant,female,asian,85283.48783,14.11888588,1.2945554,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2548,Finance,Individual Contributor,Senior Accountant,female,white,85376.98294,17.331182,0.135206,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2549,Finance,Individual Contributor,Senior Accountant,female,white,85989.72145,16.24962548,0.8542918,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2550,Finance,Individual Contributor,Senior Accountant,female,white,86085.32273,14.61455567,1.1632264,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2551,Finance,Individual Contributor,Senior Accountant,female,white,86584.914,14.03305071,3.9369967,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2552,Finance,Individual Contributor,Senior Accountant,female,white,86738.42923,25.44592197,0.6671231,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2553,Finance,Individual Contributor,Senior Accountant,female,white,86868.82723,5.431909379,3.5991974,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2554,Finance,Individual Contributor,Senior Accountant,female,white,86965.51223,10.47277488,0.5895738,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2555,Finance,Individual Contributor,Senior Accountant,female,two or more,87335.97944,23.67239483,1.2742926,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2556,Finance,Individual Contributor,Senior Accountant,female,white,87614.7304,7.964229599,2.5447845,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2557,Finance,Individual Contributor,Senior Accountant,female,white,87961.40624,7.196078543,2.2312999,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2558,Finance,Individual Contributor,Senior Accountant,female,white,88174.3864,25.08865467,0.8791488,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2559,Finance,Individual Contributor,Senior Accountant,female,white,88196.47767,16.8036233,4.3858126,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2560,Finance,Individual Contributor,Senior Accountant,female,white,88471.71713,14.92879061,2.0499024,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2561,Finance,Individual Contributor,Senior Accountant,female,two or more,88553.46567,2.901566968,0.7194376,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2562,Finance,Individual Contributor,Senior Accountant,female,white,88798.1485,14.91644973,1.8409411,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2563,Finance,Individual Contributor,Senior Financial Analyst,female,white,88997.34916,16.28257112,2.3052382,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2564,Finance,Individual Contributor,Senior Financial Analyst,female,white,89092.42642,6.128707847,1.0666915,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2565,Finance,Individual Contributor,Senior Accountant,female,two or more,89106.05653,14.78337266,4.8586976,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2566,Finance,Individual Contributor,Senior Accountant,female,white,89201.96858,11.10793346,0.6169773,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2567,Finance,Individual Contributor,Senior Accountant,female,white,89285.652,16.87321084,1.3849754,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2568,Finance,Individual Contributor,Senior Accountant,female,hispanic,89295.04852,14.76071282,1.1815994,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2569,Finance,Individual Contributor,Senior Accountant,female,white,89773.47894,1.959349196,1.9593492,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2570,Finance,Individual Contributor,Senior Accountant,female,white,89910.68557,16.95853334,1.6808241,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2571,Finance,Individual Contributor,Senior Accountant,female,white,89923.67004,7.629924479,1.8063845,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2572,Finance,Individual Contributor,Senior Accountant,female,white,89935.15959,2.335797138,2.3357971,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2573,Finance,Individual Contributor,Senior Accountant,female,white,90206.17133,2.811869175,2.8118692,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2574,Finance,Individual Contributor,Senior Accountant,female,white,90238.55884,1.559768496,1.5597685,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2575,Finance,Individual Contributor,Senior Accountant,female,white,90853.04685,13.84012111,0.6721935,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2576,Finance,Individual Contributor,Senior Accountant,female,asian,91006.46579,30.75136304,0.5433743,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2577,Finance,Individual Contributor,Senior Accountant,female,white,91222.7459,9.308822549,0.3956749,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2578,Finance,Individual Contributor,Senior Accountant,female,white,91229.98326,12.66876347,3.0529053,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2579,Finance,Individual Contributor,Senior Accountant,female,two or more,91253.8063,14.33424498,2.2621291,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2580,Finance,Individual Contributor,Senior Accountant,female,white,91394.76278,15.905728,4.0278173,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2581,Finance,Individual Contributor,Senior Accountant,female,two or more,91611.69327,1.998892835,1.9988928,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2582,Finance,Individual Contributor,Senior Accountant,female,white,91666.32026,5.02235418,0.8713007,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2583,Finance,Individual Contributor,Senior Accountant,female,black,91687.52794,6.291202352,3.3470787,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2584,Finance,Individual Contributor,Senior Accountant,female,black,92074.2094,11.82784127,0.5888072,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2585,Finance,Individual Contributor,Senior Accountant,female,white,92115.8585,2.547680293,2.5476803,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2586,Finance,Individual Contributor,Senior Accountant,female,white,92263.62504,2.811346154,2.8113462,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2587,Finance,Individual Contributor,Senior Accountant,female,white,92445.54604,8.224512135,1.5951508,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2588,Finance,Individual Contributor,Senior Accountant,female,black,92560.87198,9.533608107,2.5152381,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
2589,Finance,Individual Contributor,Senior Accountant,female,hispanic,92939.28406,16.28747073,3.5509536,Geo Zone 2,Seattle,WA,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
